Manufacturer	Model	Transmission	Engine Capacity	Fuel Type	L/100km Urban (Cold)	L/100km Extra-Urban	L/100km Combined	mpg-UK Urban (Cold)	mpg-UK Extra-Urban	mpg-UK Combined	mpg-US Urban	mpg-US Extra-Urban	mpg-US Combined	CO 2 g/km	Green Rating
Citroen	C4 Picasso	A6	1997	Diesel	7.9	5.1	6.1	35.8	55.4	46.3	29.8	46.1	38.6	159	D
Citroen	C4 Picasso	A6	1997	Diesel	9.9	5.9	7.4	28.5	47.9	38.2	23.7	39.9	31.8	195	F
Citroen	C4 Grand Picasso	M5	1749	Petrol	11.3	6.1	8.0	25.0	46.3	35.3	20.8	38.6	29.4	190	F
Citroen	C4 Grand Picasso	A6	1997	Petrol	11.1	6.2	8.0	25.4	45.6	35.3	21.1	38.0	29.4	190	F
Citroen	C4 Grand Picasso	A4	1997	Petrol	12.9	6.6	8.9	21.9	42.8	31.7	18.2	35.6	26.4	211	F
Citroen	C4 Grand Picasso	M5	1560	Diesel	7.3	5.1	5.9	38.7	55.4	47.9	32.2	46.1	39.9	155	D
Citroen	C4 Grand Picasso	A6	1560	Diesel	6.8	5.1	5.7	41.5	55.4	49.6	34.6	46.1	41.3	150	C
Citroen	C4 Grand Picasso	A6	1997	Diesel	7.9	5.1	6.1	35.8	55.4	46.3	29.8	46.1	38.6	159	D
Citroen	C4 Grand Picasso	A6	1997	Diesel	9.9	5.9	7.4	28.5	47.9	38.2	23.7	39.9	31.8	195	F
Citroen	Dispatch Combi	M5	1560	Diesel	8.4	6.6	7.2	33.6	42.8	39.2	28.0	35.6	32.6	191	F
Citroen	Dispatch Combi	M6	1997	Diesel	9.2	6.4	7.4	30.7	44.1	38.2	25.6	36.7	31.8	196	F
Citroen	Dispatch Combi	M6	1997	Diesel	9.3	6.5	7.5	30.4	43.5	37.7	25.3	36.2	31.4	198	F
Citroen	Dispatch Combi	M6	1997	Diesel	9.4	6.6	7.6	30.1	42.8	37.2	25.1	35.6	31.0	200	F
Citroen	C-Crosser	M6	2179	Diesel	9.5	5.9	7.2	29.7	47.9	39.2	24.7	39.9	32.6	191	F
Citroen	C-Crosser	M6	2179	Diesel	9.6	6.0	7.3	29.4	47.1	38.7	24.5	39.2	32.2	194	F
Corvette	Corvette, MY2007 2 Door Convertible	M6	5967	Petrol	17.2	8.4	11.7	16.4	33.6	24.1	13.7	28.0	20.1	277	G
Corvette	Corvette, MY2007 2 Door Convertible	M6	5967	Petrol	19.8	9.1	13.0	14.3	31.0	21.7	11.9	25.8	18.1	310	G
Corvette	Corvette, MY2007 2 Door Convertible	A6	5967	Petrol	19.6	9.2	13.0	14.4	30.7	21.7	12.0	25.6	18.1	309	G
Corvette	Corvette, MY2007 2 Door Coupé	M6	5967	Petrol	17.2	8.4	11.7	16.4	33.6	24.1	13.7	28.0	20.1	277	G
Corvette	Corvette, MY2007 2 Door Coupé	M6	5967	Petrol	19.8	9.1	13.0	14.3	31.0	21.7	11.9	25.8	18.1	310	G
Corvette	Corvette, MY2007 2 Door Coupé	A6	5967	Petrol	19.6	9.2	13.0	14.4	30.7	21.7	12.0	25.6	18.1	309	G
Corvette	Corvette, MY2008 2 Door Convertible	M6	6162	Petrol	19.7	9.2	13.1	14.3	30.7	21.6	11.9	25.6	18.0	312	G
Corvette	Corvette, MY2008 2 Door Convertible	M6	6162	Petrol	20.7	9.0	13.3	13.6	31.4	21.2	11.3	26.1	17.7	316	G
Corvette	Corvette, MY2008 2 Door Convertible	A6	6162	Petrol	20.4	9.2	13.4	13.8	30.7	21.1	11.5	25.6	17.6	317	G
Corvette	Corvette, MY2008 2 Door Coupé	M6	6162	Petrol	19.7	9.2	13.1	14.3	30.7	21.6	11.9	25.6	18.0	312	G
Corvette	Corvette, MY2008 2 Door Coupé	M6	6162	Petrol	20.7	9.0	13.3	13.6	31.4	21.2	11.3	26.1	17.7	316	G
Corvette	Corvette, MY2008 2 Door Coupé	A6	6162	Petrol	20.4	9.2	13.4	13.8	30.7	21.1	11.5	25.6	17.6	317	G
Corvette	Corvette Z06, MY2007 2 Door Coupé	M6	7011	Petrol	22.8	10.0	14.7	12.4	28.2	19.2	10.3	23.5	16.0	350	G
Daihatsu	Charade	M5	989	Petrol	6.0	4.1	4.8	47.1	68.9	58.9	39.2	57.4	49.0	114	B
Daihatsu	Charade	A4	989	Petrol	7.3	5.1	5.9	38.7	55.4	47.9	32.2	46.1	39.9	140	C
Daihatsu	Copen	M5	1298	Petrol	7.7	5.0	6.0	36.7	56.5	47.1	30.6	47.0	39.2	140	C
Daihatsu	Materia	M5	1495	Petrol	8.9	6.1	7.2	31.7	46.3	39.2	26.4	38.6	32.6	169	E
Daihatsu	Materia	A4	1495	Petrol	9.5	6.2	7.5	29.7	45.6	37.7	24.7	38.0	31.4	176	E
Daihatsu	Sirion	M5	998	Petrol	6.1	4.4	5.0	46.3	64.2	56.5	38.6	53.5	47.0	118	B
Daihatsu	Sirion	M5	1298	Petrol	7.5	4.8	5.8	37.7	58.9	48.7	31.4	49.0	40.6	137	C
Daihatsu	Sirion	A4	1298	Petrol	8.6	5.2	6.4	32.8	54.3	44.1	27.3	45.2	36.7	151	D
Daihatsu	Sirion	M5	1495	Petrol	7.9	5.2	6.2	35.8	54.3	45.6	29.8	45.2	38.0	145	C
Daihatsu	Sirion	A4	1495	Petrol	8.8	5.5	6.7	32.1	51.4	42.2	26.7	42.8	35.1	157	D
Daihatsu	Terios	M5	1495	Petrol	9.7	7.0	7.9	29.1	40.4	35.8	24.2	33.6	29.8	186	F
Daihatsu	Terios	M5	1495	Petrol	9.8	7.1	8.1	28.8	39.8	34.9	24.0	33.1	29.1	191	F
Daihatsu	Terios	A4	1495	Petrol	10.7	7.1	8.5	26.4	39.8	33.2	22.0	33.1	27.6	201	F
Daihatsu	Terios	M5	1495	Petrol	9.7	7.0	7.9	29.1	40.4	35.8	24.2	33.6	29.8	185	E
Daihatsu	Terios	M5	1495	Petrol	9.8	7.1	8.1	28.8	39.8	34.9	24.0	33.1	29.1	190	F
Dodge	Caliber	M5	1798	Petrol	10.0	5.9	7.4	28.2	47.9	38.2	23.5	39.9	31.8	177	E
Dodge	Caliber	CVT	1998	Petrol	10.0	6.9	8.0	28.2	40.9	35.3	23.5	34.1	29.4	191	F
Dodge	Caliber	M6	1968	Diesel	7.9	4.8	6.0	35.8	58.9	47.1	29.8	49.0	39.2	160	D
Dodge	SRT10	M6	8285	Petrol	34.5	13.2	21.1	8.2	21.4	13.4	6.8	17.8	11.2	488	G
Dodge	Avenger	M5	1998	Petrol	10.7	6.1	7.8	26.4	46.3	36.2	22.0	38.6	30.1	185	E
Dodge	Avenger	M6	1968	Diesel	8.2	5.1	6.2	34.4	55.4	45.6	28.6	46.1	38.0	170	E
Dodge	Avenger	A4	2360	Petrol	12.3	6.9	8.9	23.0	40.9	31.7	19.2	34.1	26.4	211	F
Dodge	Nitro	M6	2777	Diesel	10.8	7.3	8.6	26.2	38.7	32.8	21.8	32.2	27.3	228	G
Dodge	Nitro	A5	2777	Diesel	12.2	7.8	9.4	23.2	36.2	30.1	19.3	30.1	25.1	250	G
Dodge	Nitro	A4	3700	Petrol	16.9	8.9	11.7	16.7	31.7	24.1	13.9	26.4	20.1	283	G
