Manufacturer	Transmission	Engine Capacity	Fuel Type	L/100km Urban (Cold)	L/100km Extra-Urban	L/100km Combined	mpg-UK Urban (Cold)	mpg-UK Extra-Urban	mpg-UK Combined	mpg-US Urban	mpg-US Extra-Urban	mpg-US Combined	CO 2 g/km	Green Rating
Mercedes-Benz	M6	1796	Petrol	12.6	6.5	8.7	22.4	43.5	32.5	18.7	36.2	27.1	209	F
Mercedes-Benz	M6	1796	Petrol	13.0	6.9	9.1	21.7	40.9	31.0	18.1	34.1	25.8	218	F
Mercedes-Benz	A5	1796	Petrol	12.5	6.7	8.8	22.6	42.2	32.1	18.8	35.1	26.7	211	F
Mercedes-Benz	A5	1796	Petrol	12.9	7.1	9.2	21.9	39.8	30.7	18.2	33.1	25.6	221	F
Mercedes-Benz	M6	2997	Petrol	13.8	7.2	9.7	20.5	39.2	29.1	17.1	32.6	24.2	231	G
Mercedes-Benz	M6	2997	Petrol	14.0	7.4	9.9	20.2	38.2	28.5	16.8	31.8	23.7	236	G
Mercedes-Benz	A7	2997	Petrol	12.9	7.0	9.3	21.9	40.4	30.4	18.2	33.6	25.3	222	F
Mercedes-Benz	A7	2997	Petrol	13.1	7.2	9.5	21.6	39.2	29.7	18.0	32.6	24.7	227	G
Mercedes-Benz	M6	3498	Petrol	15.5	7.8	10.6	18.2	36.2	26.7	15.2	30.1	22.2	255	G
Mercedes-Benz	A7	3498	Petrol	14.2	7.8	10.1	19.9	36.2	28.0	16.6	30.1	23.3	242	G
Mercedes-Benz	A5	5439	Petrol	17.7	8.8	12.0	16.0	32.1	23.5	13.3	26.7	19.6	288	G
Mercedes-Benz	A5	3199	Petrol	17.2	9.7	12.5	16.4	29.1	22.6	13.7	24.2	18.8	299	G
Mercedes-Benz	A5	3199	Petrol	17.7	9.8	12.7	16.0	28.8	22.2	13.3	24.0	18.5	306	G
Mercedes-Benz	A5	3724	Petrol	18.2	10.3	13.2	15.5	27.4	21.4	12.9	22.8	17.8	315	G
Mini	M5	1598	Petrol	9.8	5.4	7.0	28.8	52.3	40.4	24.0	43.5	33.6	168	E
Mini	M5	1598	Petrol	10.0	5.7	7.3	28.2	49.6	38.7	23.5	41.3	32.2	174	E
Mini	CVT	1598	Petrol	10.7	5.8	7.6	26.4	48.7	37.2	22.0	40.6	31.0	182	E
Mini	M6	1598	Petrol	11.3	6.6	8.3	25.0	42.8	34.0	20.8	35.6	28.3	199	F
Mini	A6	1598	Petrol	12.7	6.4	8.7	22.2	44.1	32.5	18.5	36.7	27.1	208	F
Mini	M6	1598	Petrol	11.8	7.1	8.8	23.9	39.8	32.1	19.9	33.1	26.7	211	F
Mini	M6	1397	Petrol	6.8	4.4	5.3	41.5	64.2	53.3	34.6	53.5	44.4	128	C
Mini	A6	1397	Petrol	9.0	5.0	6.5	31.4	56.5	43.5	26.1	47.0	36.2	155	D
Mini	M6	1598	Petrol	6.9	4.5	5.4	40.9	62.8	52.3	34.1	52.3	43.5	129	C
Mini	A6	1598	Petrol	9.1	5.0	6.5	31.0	56.5	43.5	25.8	47.0	36.2	156	D
Mini	M6	1560	Diesel	4.7	3.5	3.9	60.1	80.7	72.4	50.0	67.2	60.3	104	B
Mini	A6	1560	Diesel	6.5	4.2	5.0	43.5	67.3	56.5	36.2	56.0	47.0	134	C
Mini	M6	1598	Petrol	7.9	5.2	6.2	35.8	54.3	45.6	29.8	45.2	38.0	149	C
Mini	A6	1598	Petrol	9.7	5.3	6.9	29.1	53.3	40.9	24.2	44.4	34.1	165	D
Mini	M6	1598	Petrol	7.1	4.5	5.5	39.8	62.8	51.4	33.1	52.3	42.8	132	C
Mini	A6	1598	Petrol	9.2	5.1	6.6	30.7	55.4	42.8	25.6	46.1	35.6	159	D
Mini	M6	1560	Diesel	4.9	3.6	4.1	57.6	78.5	68.9	48.0	65.4	57.4	109	B
Mini	A6	1560	Diesel	6.6	4.2	5.1	42.8	67.3	55.4	35.6	56.0	46.1	136	C
Mini	M6	1598	Petrol	8.0	5.3	6.3	35.3	53.3	44.8	29.4	44.4	37.3	150	C
Mini	A6	1598	Petrol	9.8	5.4	7.0	28.8	52.3	40.4	24.0	43.5	33.6	168	E
Mitsubishi	A4	658	Petrol	5.4	5.0	5.2	52.3	56.0	54.6	43.5	46.6	45.5	114	B
Mitsubishi	5MT	1124	Petrol	7.3	4.8	5.7	38.7	58.9	49.6	32.2	49.0	41.3	135	C
Mitsubishi	5MT	1332	Petrol	7.7	5.0	6.0	36.7	56.5	47.1	30.6	47.0	39.2	143	C
Mitsubishi	SAT6	1332	Petrol	7.5	5.0	5.8	37.7	56.5	48.7	31.4	47.0	40.6	138	C
Mitsubishi	5MT	1499	Petrol	8.0	5.1	6.2	35.3	55.4	45.6	29.4	46.1	38.0	148	C
Mitsubishi	SAT6	1499	Petrol	8.2	5.2	6.3	34.4	54.3	44.8	28.6	45.2	37.3	149	C
Mitsubishi	5MT	1493	Diesel	6.3	4.1	4.8	44.8	69.9	58.8	37.3	58.2	49.0	126	C
Mitsubishi	SAT6	1493	Diesel	5.8	4.0	4.6	48.7	70.6	61.4	40.6	58.8	51.1	121	C
Mitsubishi	5MT	1468	Petrol	8.6	5.7	6.8	32.8	49.5	41.5	27.3	41.2	34.6	161	D
Mitsubishi	5MT	1584	Petrol	9.0	5.6	6.8	31.3	50.4	41.5	26.1	42.0	34.6	163	D
Mitsubishi	A4	1584	Petrol	10.6	6.6	8.0	26.6	42.8	35.3	22.1	35.6	29.4	191	F
Mitsubishi	5MT	1584	Petrol	8.9	5.8	7.0	31.7	48.7	40.4	26.4	40.6	33.6	166	E
Mitsubishi	A5	1584	Petrol	10.7	6.8	8.2	26.4	41.5	34.4	22.0	34.6	28.6	195	F
Mitsubishi	5MT	1997	Petrol	11.8	6.9	8.7	24.0	40.9	32.5	20.0	34.1	27.1	207	F
Mitsubishi	5MT	1798	Petrol	10.4	6.1	7.7	27.2	46.3	36.7	22.6	38.6	30.6	183	E
Mitsubishi	CVT	1798	Petrol	10.9	6.2	7.9	25.9	45.6	35.8	21.6	38.0	29.8	188	F
Mitsubishi	6MT	1968	Diesel	8.3	5.1	6.3	34.0	55.4	44.8	28.3	46.1	37.3	165	D
Mitsubishi	5MT	2378	Petrol	12.8	7.4	9.4	22.1	38.2	30.1	18.4	31.8	25.1	223	F
Mitsubishi	A4	2378	Petrol	13.3	8.1	10.0	21.2	34.9	28.2	17.7	29.1	23.5	237	G
Mitsubishi	6MT	1968	Diesel	8.4	5.6	6.6	33.6	50.4	42.8	28.0	42.0	35.6	176	E
Mitsubishi	A4	2378	Petrol	13.8	8.0	10.1	20.5	35.3	28.0	17.1	29.4	23.3	240	G
Mitsubishi	6MT	1968	Diesel	8.4	5.5	6.6	33.6	51.4	42.8	28.0	42.8	35.6	174	E
Mitsubishi	6MT	1968	Diesel	8.8	5.9	6.9	32.1	47.9	40.9	26.7	39.9	34.1	183	E
Mitsubishi	CVT	2360	Petrol	12.6	7.5	9.3	22.4	37.7	30.4	18.7	31.4	25.3	222	F
Mitsubishi	5MT	3200	Diesel	11.4	7.9	9.2	24.8	35.8	30.7	20.7	29.8	25.6	244	G
Mitsubishi	5AT	3200	Diesel	13.1	9.0	10.5	21.6	31.4	26.9	18.0	26.1	22.4	278	G
Mitsubishi	5MT	3200	Diesel	11.5	8.0	9.3	24.6	35.3	30.4	20.5	29.4	25.3	246	G
Mitsubishi	5AT	3200	Diesel	13.1	9.1	10.6	21.6	31.0	26.6	18.0	25.8	22.1	280	G
Morgan Motor Company	M6	4799	Petrol	16.5	8.2	11.2	17.1	34.4	25.2	14.2	28.6	21.0	269	G
Morgan Motor Company	A6	4799	Petrol	15.9	7.8	10.8	17.8	36.2	26.2	14.8	30.1	21.8	260	G
Morgan Motor Company	M5	1798	Petrol	9.8	5.3	7.0	28.8	53.3	40.3	24.0	44.4	33.6	164	D
Morgan Motor Company	M5	1999	Petrol	10.2	5.6	7.3	27.7	50.4	38.7	23.1	42.0	32.2	172	E
Morgan Motor Company	M5	2967	Petrol	14.8	6.7	9.8	19.1	42.2	28.8	15.9	35.1	24.0	225	F
