Manufacturer	Model	Transmission	Engine Capacity	Fuel Type	L/100km Urban (Cold)	L/100km Extra-Urban	L/100km Combined	mpg-UK Urban (Cold)	mpg-UK Extra-Urban	mpg-UK Combined	mpg-US Urban	mpg-US Extra-Urban	mpg-US Combined	CO 2 g/km	Green Rating
SsangYong	Rodius	M5	2696	Diesel	11.4	7.2	8.8	24.8	39.2	32.1	20.7	32.6	26.7	223	F
SsangYong	Rodius	M5	2696	Diesel	12.1	7.7	9.3	23.4	36.7	30.4	19.5	30.6	25.3	238	G
SsangYong	Rodius	A5	2696	Diesel	12.8	8.1	9.8	22.0	34.9	28.8	18.3	29.1	24.0	249	G
SsangYong	Rodius	A5	2696	Diesel	12.8	7.9	9.7	22.1	35.8	29.1	18.4	29.8	24.2	247	G
SsangYong	Kyron	5MT	1998	Diesel	9.8	6.2	7.5	28.8	45.6	37.7	24.0	38.0	31.4	191	F
SsangYong	Kyron	5AT	1998	Diesel	11.7	7.0	8.7	24.1	40.4	32.5	20.1	33.6	27.1	222	F
SsangYong	Kyron	5AT	2696	Diesel	11.6	8.3	9.5	24.4	34.0	29.7	20.3	28.3	24.7	242	G
Subaru	Forester (2007/08 Model Year)	M5	1994	Petrol	12.3	7.5	9.3	23.0	37.7	30.4	19.2	31.4	25.3	220	F
Subaru	Forester (2007/08 Model Year)	A4	1994	Petrol	12.3	7.6	9.3	23.0	37.2	30.4	19.2	31.0	25.3	220	F
Subaru	Forester (2007/08 Model Year)	M5	2457	Petrol	14.7	8.4	10.7	19.2	33.6	26.5	16.0	28.0	22.1	254	G
Subaru	Forester (2007/08 Model Year)	A4	2457	Petrol	14.3	8.3	10.5	19.8	34.0	26.9	16.5	28.3	22.4	250	G
Subaru	Forester (2009 Model Year)	M5	1994	Petrol	10.9	7.0	8.4	25.9	40.4	33.6	21.6	33.6	28.0	198	F
Subaru	Forester (2009 Model Year)	A4	1994	Petrol	11.2	6.9	8.4	25.2	40.9	33.6	21.0	34.1	28.0	199	F
Subaru	Impreza (2006/07 Model Year)	M5	1994	Petrol	12.5	7.0	9.0	22.6	40.4	31.4	18.8	33.6	26.1	214	F
Subaru	Impreza (2006/07 Model Year)	A4	1994	Petrol	12.0	6.9	8.7	23.5	40.9	32.5	19.6	34.1	27.1	207	F
Subaru	Impreza (2006/07 Model Year)	M5	2457	Petrol	14.4	7.9	10.3	19.6	35.8	27.4	16.3	29.8	22.8	244	G
Subaru	Impreza (2006/07 Model Year)	M6	2457	Petrol	15.3	8.3	10.9	18.5	34.0	25.9	15.4	28.3	21.6	257	G
Subaru	Impreza (2007 Model Year)	M5	1498	Petrol	10.4	6.4	7.9	27.2	44.1	35.8	22.6	36.7	29.8	184	E
Subaru	Impreza (2008 Model Year)	M5	1498	Petrol	9.6	6.3	7.5	29.4	44.8	37.7	24.5	37.3	31.4	176	E
Subaru	Impreza (2008 Model Year)	A4	1498	Petrol	9.8	6.2	7.5	28.8	45.6	37.7	24.0	38.0	31.4	177	E
Subaru	Impreza (2008 Model Year)	M5	1994	Petrol	11.1	6.9	8.4	25.4	40.9	33.6	21.1	34.1	28.0	199	F
Subaru	Impreza (2008 Model Year)	A4	1994	Petrol	11.1	6.5	8.2	25.4	43.5	34.4	21.1	36.2	28.6	194	F
Subaru	Impreza (2008 Model Year)	M5	2457	Petrol	14.3	8.2	10.4	19.8	34.4	27.2	16.5	28.6	22.6	246	G
Subaru	Impreza (2008 Model Year)	M6	2457	Petrol	13.8	8.2	10.3	20.5	34.4	27.4	17.1	28.6	22.8	243	G
Subaru	Justy	M5	998	Petrol	6.1	4.4	5.0	46.3	64.2	56.5	38.6	53.5	47.0	118	B
Subaru	Legacy (2006 Model Year)	M5	1994	Petrol	12.2	6.8	8.7	23.2	41.5	32.5	19.3	34.6	27.1	207	F
Subaru	Legacy (2006 Model Year)	A4	1994	Petrol	11.7	6.7	8.7	24.1	42.2	32.5	20.1	35.1	27.1	202	F
Subaru	Legacy (2006 Model Year)	M5	1994	Petrol	12.4	7.0	9.0	22.8	40.4	31.4	19.0	33.6	26.1	212	F
Subaru	Legacy (2006 Model Year)	A4	1994	Petrol	11.9	7.0	8.8	23.7	40.4	32.1	19.7	33.6	26.7	207	F
Subaru	Legacy (2006 Model Year)	A5	3000	Petrol	13.9	7.3	9.7	20.3	38.7	29.1	16.9	32.2	24.2	229	G
Subaru	Legacy (2006 Model Year)	M6	3000	Petrol	17.7	8.9	12.1	16.0	31.7	23.3	13.3	26.4	19.4	286	G
Subaru	Legacy (2006 Model Year)	A5	3000	Petrol	13.9	7.5	9.9	20.3	37.7	28.5	16.9	31.4	23.7	233	G
Subaru	Legacy (2006 Model Year)	M6	3000	Petrol	18.0	8.9	12.3	15.7	31.7	23.0	13.1	26.4	19.2	290	G
Subaru	Legacy (2006 Model Year)	M5	2457	Petrol	12.3	6.9	8.9	23.0	40.9	31.7	19.2	34.1	26.4	210	F
Subaru	Legacy (2006 Model Year)	A4	2457	Petrol	12.3	6.9	8.9	23.0	40.9	31.7	19.2	34.1	26.4	210	F
Subaru	Legacy (2007 Model Year)	M5	1994	Petrol	12.4	6.8	8.8	22.8	41.5	32.1	19.0	34.6	26.7	209	F
Subaru	Legacy (2007 Model Year)	A4	1994	Petrol	11.9	6.6	8.5	23.7	42.8	33.2	19.7	35.6	27.6	202	F
Subaru	Legacy (2007 Model Year)	M5	1994	Petrol	12.5	6.9	9.0	22.6	40.9	31.4	18.8	34.1	26.1	212	F
Subaru	Legacy (2007 Model Year)	A4	1994	Petrol	12.1	6.9	8.8	23.3	40.9	32.1	19.4	34.1	26.7	207	F
Subaru	Legacy (2007 Model Year)	M5	2457	Petrol	12.2	7.0	8.9	23.2	40.4	31.7	19.3	33.6	26.4	210	F
Subaru	Legacy (2007 Model Year)	A4	2457	Petrol	12.1	6.8	8.8	23.3	41.5	32.1	19.4	34.6	26.7	207	F
Subaru	Legacy (2007/08 Model Year)	M6	3000	Petrol	17.6	8.9	12.1	16.1	31.7	23.3	13.4	26.4	19.4	286	G
Subaru	Legacy (2007/08 Model Year)	A5	3000	Petrol	13.8	7.4	9.8	20.5	38.2	28.8	17.1	31.8	24.0	231	G
Subaru	Legacy (2007/08 Model Year)	M6	3000	Petrol	17.8	9.1	12.3	15.9	31.0	23.0	13.2	25.8	19.2	290	G
Subaru	Legacy (2008 Model Year)	M5	1994	Petrol	11.7	6.7	8.6	24.1	42.2	32.8	20.1	35.1	27.3	202	F
Subaru	Legacy (2008 Model Year)	A4	1994	Petrol	11.5	6.5	8.3	24.6	43.5	34.0	20.5	36.2	28.3	196	F
Subaru	Legacy (2008 Model Year)	M5	1994	Petrol	11.8	6.8	8.6	23.9	41.5	32.8	19.9	34.6	27.3	203	F
Subaru	Legacy (2008 Model Year)	A4	1994	Petrol	11.7	6.6	8.5	24.1	42.8	33.2	20.1	35.6	27.6	200	F
Subaru	Legacy (2008 Model Year)	M5	2457	Petrol	11.7	6.7	8.5	24.1	42.2	33.2	20.1	35.1	27.6	202	F
Subaru	Legacy (2008 Model Year)	A4	2457	Petrol	11.9	6.5	8.5	23.7	43.5	33.2	19.7	36.2	27.6	200	F
Subaru	Legacy (2008 Model Year)	M5	2457	Petrol	11.9	6.7	8.6	23.7	42.2	32.8	19.7	35.1	27.3	203	F
Subaru	Legacy (2008 Model Year)	A4	2457	Petrol	11.9	6.8	8.7	23.7	41.5	32.5	19.7	34.6	27.1	205	F
Subaru	Legacy (2008 Model Year)	M5	2457	Petrol	11.6	6.9	8.6	24.4	40.9	32.8	20.3	34.1	27.3	204	F
Subaru	Legacy (2008 Model Year)	A4	2457	Petrol	11.7	6.9	8.7	24.1	40.9	32.5	20.1	34.1	27.1	205	F
Subaru	Legacy (2008 Model Year)	M5	1998	Diesel	7.0	4.8	5.6	40.4	58.9	50.4	33.6	49.0	42.0	148	C
Subaru	Legacy (2008 Model Year)	M5	1998	Diesel	7.1	5.0	5.7	39.8	56.5	49.6	33.1	47.0	41.3	151	D
Subaru	Legacy (2008 Model Year)	M5	1998	Diesel	7.2	5.1	5.8	39.2	55.4	48.7	32.6	46.1	40.6	154	D
Subaru	Legacy (2008 Model Year)	M5	1998	Diesel	7.1	5.1	5.8	39.8	55.4	48.7	33.1	46.1	40.6	153	D
Subaru	Legacy (2008 Model Year)	M5	1998	Diesel	7.2	5.2	5.9	39.2	54.3	47.9	32.6	45.2	39.9	156	D
Subaru	B9 Tribeca (2007 Model Year)	A5	3000	Petrol	17.1	9.5	12.3	16.5	29.7	23.0	13.7	24.7	19.2	291	G
Subaru	Tribeca (2008 Model Year)	A5	3630	Petrol	16.2	9.0	11.6	17.4	31.4	24.4	14.5	26.1	20.3	275	G
Suzuki	Splash	5MT	1242	Petrol	6.9	4.7	5.5	40.9	60.1	51.4	34.1	50.0	42.8	131	C
Suzuki	Splash	4AT	1242	Petrol	7.8	4.9	5.9	36.2	57.7	47.9	30.1	48.0	39.9	142	C
Suzuki	Splash	5MT	1248	Diesel	5.5	4.0	4.5	51.4	70.6	62.4	42.8	58.8	52.0	120	B
Suzuki	Swift	5MT	1328	Petrol	7.4	4.9	5.8	38.2	57.7	48.7	31.8	48.0	40.6	140	C
Suzuki	Swift	5MT	1490	Petrol	7.9	5.0	6.1	35.8	56.5	46.3	29.8	47.0	38.6	147	C
Suzuki	Swift	4AT	1490	Petrol	9.3	5.6	6.9	30.4	50.5	40.9	25.3	42.1	34.1	170	E
Suzuki	Swift	5MT	1490	Petrol	8.1	5.1	6.2	34.9	55.4	45.6	29.1	46.1	38.0	150	C
Suzuki	Swift	4AT	1490	Petrol	9.1	5.5	6.8	31.0	51.4	41.5	25.8	42.8	34.6	164	D
Suzuki	Swift	5MT	1586	Petrol	8.8	6.1	7.1	32.1	46.3	39.8	26.7	38.6	33.1	171	E
Suzuki	Swift	5MT	1248	Diesel	5.7	4.1	4.7	49.6	68.9	60.1	41.3	57.4	50.0	124	C
Suzuki	Swift	5MT	1248	Diesel	5.6	3.9	4.5	50.4	72.4	62.8	42.0	60.3	52.3	119	B
Suzuki	Swift	5MT	1248	Diesel	5.7	4.0	4.6	49.6	70.6	61.4	41.3	58.8	51.1	122	C
Suzuki	Liana	5MTx2	1586	Petrol	8.9	5.7	6.9	31.7	49.6	40.9	26.4	41.3	34.1	167	E
Suzuki	Liana	4ATx2	1586	Petrol	9.9	6.3	7.6	28.5	42.8	37.2	23.7	35.6	31.0	184	E
Suzuki	Jimny	5MTx2	1328	Petrol	9.3	6.2	7.3	30.4	45.6	38.7	25.3	38.0	32.2	174	E
Suzuki	Jimny	5MTx2	1328	Petrol	9.1	6.1	7.2	31.0	46.3	39.2	25.8	38.6	32.6	171	E
Suzuki	Jimny	4ATx2	1328	Petrol	9.9	6.6	7.8	28.5	42.8	36.2	23.7	35.6	30.1	184	E
Suzuki	Jimny	4ATx2	1328	Petrol	9.6	6.4	7.6	29.4	44.1	37.2	24.5	36.7	31.0	181	E
Suzuki	Grand Vitara	5MTx2	1586	Petrol	10.5	7.5	8.6	26.9	37.7	32.8	22.4	31.4	27.3	205	F
Suzuki	Grand Vitara	5MTx2	1995	Petrol	11.3	7.3	8.8	25.0	38.7	32.1	20.8	32.2	26.7	208	F
Suzuki	Grand Vitara	4ATx2	1995	Petrol	11.7	7.6	9.1	24.1	37.2	31.0	20.1	31.0	25.8	217	F
Suzuki	Grand Vitara	5MTx2	1870	Diesel	8.9	6.4	7.3	31.7	44.1	38.7	26.4	36.7	32.2	190	F
Suzuki	Grand Vitara	5MTx2	1870	Diesel	8.7	6.2	7.2	32.5	45.6	39.2	27.1	38.0	32.6	189	F
Suzuki	Grand Vitara	5MTx2	1870	Diesel	9.3	6.6	7.6	30.4	42.8	37.2	25.3	35.6	31.0	195	F
Suzuki	Grand Vitara	5MTx2	1870	Diesel	9.0	6.4	7.4	31.4	44.1	38.2	26.1	36.7	31.8	191	F
Suzuki	SX4	5MT	1586	Petrol	8.5	5.8	6.8	33.2	48.7	41.5	27.6	40.6	34.6	165	D
Suzuki	SX4	5MT	1586	Petrol	8.4	5.7	6.7	33.6	49.6	42.2	28.0	41.3	35.1	159	D
Suzuki	SX4	4AT	1586	Petrol	9.8	6.4	7.6	28.8	44.1	37.2	24.0	36.7	31.0	182	E
Suzuki	SX4	4AT	1586	Petrol	9.4	6.2	7.4	30.1	45.6	38.2	25.1	38.0	31.8	175	E
Suzuki	SX4	5MTx2	1586	Petrol	8.9	6.1	7.1	31.7	46.3	39.8	26.4	38.6	33.1	173	E
Suzuki	SX4	5MTx2	1586	Petrol	8.7	5.9	6.9	32.5	47.9	40.9	27.1	39.9	34.1	164	D
Suzuki	SX4	5MT	1560	Diesel	6.4	4.6	5.3	44.1	61.4	53.3	36.7	51.1	44.4	139	C
Suzuki	SX4	6MT	1910	Diesel	7.8	5.5	6.3	36.2	51.4	44.8	30.1	42.8	37.3	166	E
Suzuki	SX4	6MT	1910	Diesel	8.1	5.7	6.6	34.9	49.6	42.8	29.1	41.3	35.6	174	E
Suzuki	SX4	M6x2	1910	Diesel	8.1	5.7	6.6	34.9	49.6	42.8	29.1	41.3	35.6	174	E
Suzuki	SX4	M6x2	1910	Diesel	7.9	5.6	6.4	35.8	50.4	44.1	29.8	42.0	36.7	170	E
